OtherName,Name,Vector,Crossings,Mosaic,TileNum
none,13n_4265,"10,9,9,10,9,10,9,10,10,7,10,10,9,10,8",13,7,29
none,13n_4266,"10,9,9,10,9,10,9,9,10,7,9,10,9,10,8",13,7,29
none,13n_683,"10,9,9,10,9,10,9,7,9,7,9,10,10,10,9",13,7,29
none,13n_684,"10,9,9,10,9,10,9,7,9,9,9,10,10,10,8",13,7,29
none,13n_685,"10,9,9,10,9,10,9,10,10,7,7,9,9,9,10",13,7,29
none,13n_912,"10,9,9,10,9,10,10,7,7,9,9,10,10,9,10",13,7,29
11a_103,11a_103,"10,9,9,9,10,10,10,9,10,9,10,8,9,10,9",14,7,29
11a_110,11a_110,"10,9,9,9,10,10,9,8,10,9,9,10,9,10,9",14,7,29
11a_118,11a_118,"10,9,9,9,10,10,10,10,9,7,10,9,10,9,10",14,7,29
11a_12,11a_12,"10,9,9,9,10,10,10,10,9,9,10,7,10,9,10",14,7,29
11a_149,11a_149,"10,9,9,9,10,10,10,10,7,9,10,9,10,9,10",14,7,29
11a_159,11a_159,"10,9,9,9,10,10,10,8,10,10,9,10,9,10,9",14,7,29
11a_167,11a_167,"10,9,9,9,10,10,10,9,10,9,10,10,8,10,9",14,7,29
11a_168,11a_168,"10,9,9,9,10,10,9,9,10,9,9,10,8,10,9",14,7,29
11a_175,11a_175,"10,10,10,9,10,9,10,8,9,10,9,9,10,9,10",14,7,29
11a_201,11a_201,"10,9,9,10,10,10,10,9,10,9,10,8,9,10,9",14,7,29
11a_208,11a_208,"10,9,9,9,10,9,10,8,10,10,10,10,9,9,10",14,7,29
11a_214,11a_214,"10,9,9,9,10,10,9,9,10,9,9,8,9,10,9",14,7,29
11a_219,11a_219,"10,9,9,9,10,10,10,10,9,9,7,9,10,9,10",14,7,29
11a_222,11a_222,"10,9,9,10,9,10,10,10,9,7,9,9,10,9,10",14,7,29
11a_230,11a_230,"10,9,9,10,10,10,10,8,10,10,9,10,9,10,9",14,7,29
11a_258,11a_258,"10,9,9,10,10,10,10,10,9,7,10,9,10,9,10",14,7,29
11a_265,11a_265,"10,9,9,10,10,10,10,9,10,9,10,10,8,10,9",14,7,29
11a_28,11a_28,"10,9,9,9,10,10,9,9,10,9,10,10,8,9,10",14,7,29
11a_31,11a_31,"10,10,10,9,9,10,9,10,9,9,10,7,10,9,10",14,7,29
11a_323,11a_323,"10,9,9,10,10,10,10,10,7,9,10,9,10,9,10",14,7,29
11a_33,11a_33,"10,10,10,9,10,10,9,9,10,9,10,7,9,9,10",14,7,29
11a_356,11a_356,"10,9,9,10,9,9,10,8,10,10,10,10,9,9,10",14,7,29
11a_360,11a_360,"10,9,9,10,10,9,10,8,10,10,10,10,9,9,10",14,7,29
11a_362,11a_362,"10,9,9,10,10,10,10,10,9,9,7,9,10,9,10",14,7,29
11a_366,11a_366,"10,9,9,10,9,10,10,10,9,9,7,9,10,9,10",14,7,29
11a_41,11a_41,"10,10,10,9,10,9,10,9,10,10,10,7,9,9,10",14,7,29
11a_56,11a_56,"10,9,9,9,10,10,9,9,10,9,9,7,9,10,9",14,7,29
11a_66,11a_66,"10,9,9,9,10,10,9,9,10,7,10,10,9,9,10",14,7,29
11a_74,11a_74,"10,9,9,9,10,10,9,10,9,9,10,7,10,9,10",14,7,29
11a_84,11a_84,"10,9,9,9,10,10,10,8,10,9,10,10,9,10,9",14,7,29
11a_92,11a_92,"10,10,10,9,10,10,9,9,10,9,8,10,9,10,9",14,7,29
11a_97,11a_97,"10,9,9,10,10,10,10,10,9,9,10,7,10,9,10",14,7,29
11n_116,11n_116,"10,9,9,9,10,10,9,10,10,7,10,10,9,10,9",14,7,29
11n_52,11n_52,"10,10,10,9,9,9,10,9,10,10,8,10,9,10,9",14,7,29
11n_53,11n_53,"10,10,10,9,9,10,9,9,10,9,10,7,9,9,10",14,7,29
12a_1032,12a_1032,"10,9,9,10,9,10,9,10,7,9,10,10,10,10,9",14,7,29
12a_1038,12a_1038,"10,9,9,10,9,9,10,10,10,7,9,10,9,10,9",14,7,29
12a_1064,12a_1064,"10,9,9,10,9,10,9,9,10,7,10,10,9,10,9",14,7,29
12a_1119,12a_1119,"10,9,9,10,9,10,9,9,10,9,10,10,8,10,9",14,7,29
12a_1133,12a_1133,"10,9,9,10,9,10,9,8,9,9,9,9,10,10,9",14,7,29
12a_1135,12a_1135,"10,9,9,10,9,9,10,8,9,10,9,9,10,10,9",14,7,29
12a_1140,12a_1140,"10,9,9,10,10,9,10,8,9,10,9,9,10,10,9",14,7,29
12a_1144,12a_1144,"10,9,9,10,9,9,10,10,10,10,9,8,9,10,9",14,7,29
12a_1160,12a_1160,"10,9,9,10,9,10,9,9,10,9,10,8,9,10,9",14,7,29
12a_141,12a_141,"10,9,9,9,10,10,9,9,10,9,10,7,9,9,10",14,7,29
12a_159,12a_159,"10,9,9,9,10,9,10,9,10,10,10,7,9,9,10",14,7,29
12a_249,12a_249,"10,9,9,10,10,10,10,9,10,9,10,7,9,9,10",14,7,29
12a_253,12a_253,"10,9,9,10,9,9,10,10,10,10,8,10,9,10,9",14,7,29
12a_258,12a_258,"10,9,9,9,10,10,9,9,10,9,8,10,9,10,9",14,7,29
12a_300,12a_300,"10,9,9,9,10,10,10,8,9,9,10,9,10,9,10",14,7,29
12a_303,12a_303,"10,9,9,9,10,9,10,8,9,10,10,9,10,9,10",14,7,29
12a_32,12a_32,"10,9,9,9,10,10,10,9,10,9,10,7,9,9,10",14,7,29
12a_372,12a_372,"10,9,9,10,9,10,9,9,10,9,8,9,9,9,10",14,7,29
12a_512,12a_512,"10,9,9,9,10,9,10,8,9,10,9,9,10,9,10",14,7,29
12a_517,12a_517,"10,9,9,9,10,10,9,8,9,9,10,9,10,9,10",14,7,29
12a_528,12a_528,"10,10,10,9,10,9,10,8,10,10,9,10,9,10,9",14,7,29
12a_534,12a_534,"10,9,9,10,9,9,9,8,9,10,9,9,10,9,10",14,7,29
12a_564,12a_564,"10,9,9,10,9,10,9,10,10,9,7,10,9,9,10",14,7,29
12a_581,12a_581,"10,9,9,10,9,9,10,8,9,10,10,9,10,9,10",14,7,29
12a_583,12a_583,"10,9,9,9,10,9,10,8,9,10,9,9,10,10,9",14,7,29
12a_595,12a_595,"10,9,9,10,10,10,10,8,9,9,10,9,10,9,10",14,7,29
12a_596,12a_596,"10,9,9,10,10,9,10,8,9,10,10,9,10,9,10",14,7,29
12a_610,12a_610,"10,10,10,9,10,9,10,9,10,10,7,10,9,10,9",14,7,29
12a_637,12a_637,"10,10,10,9,10,9,10,9,10,10,9,10,8,10,9",14,7,29
12a_650,12a_650,"10,9,9,10,9,10,9,8,9,10,10,9,10,9,10",14,7,29
12a_717,12a_717,"10,9,9,10,9,9,10,8,9,10,9,9,10,9,10",14,7,29
12a_732,12a_732,"10,9,9,10,10,9,10,8,9,10,9,9,10,9,10",14,7,29
12a_735,12a_735,"10,9,9,10,9,10,9,9,10,9,7,9,9,9,10",14,7,29
12a_823,12a_823,"10,9,9,10,9,9,10,10,10,10,9,10,8,10,9",14,7,29
12a_849,12a_849,"10,9,9,10,9,10,9,10,10,7,10,10,9,9,10",14,7,29
12a_927,12a_927,"10,9,9,10,9,10,9,9,10,9,10,9,8,9,10",14,7,29
12a_98,12a_98,"10,10,10,9,10,9,10,9,10,10,8,10,9,10,9",14,7,29
12a_989,12a_989,"10,9,9,10,9,10,9,9,10,7,10,9,9,9,10",14,7,29
12n_188,12n_188,"10,10,10,9,10,10,9,9,10,9,10,10,8,10,9",14,7,29
12n_189,12n_189,"10,10,10,9,10,10,9,9,10,7,10,10,9,10,9",14,7,29
12n_246,12n_246,"10,9,9,10,9,10,10,10,7,9,10,9,10,9,10",14,7,29
12n_278,12n_278,"10,10,10,9,10,10,10,9,9,9,10,8,10,9,10",14,7,29
12n_413,12n_413,"10,10,10,9,10,10,9,9,10,7,10,9,9,9,10",14,7,29
12n_477,12n_477,"10,9,9,10,9,9,10,9,10,10,10,7,9,9,10",14,7,29
12n_492,12n_492,"10,10,10,9,10,10,10,9,10,9,10,10,8,9,10",14,7,29
12n_561,12n_561,"10,10,10,9,10,10,9,9,10,9,10,8,9,10,9",14,7,29
12n_562,12n_562,"10,10,10,9,10,10,9,9,10,9,7,9,9,9,10",14,7,29
12n_563,12n_563,"10,10,10,9,10,10,10,9,10,9,7,10,9,9,10",14,7,29
12n_591,12n_591,"10,10,10,9,10,10,9,10,7,9,10,9,10,10,9",14,7,29
12n_592,12n_592,"10,10,10,9,10,9,10,9,10,10,9,10,8,9,10",14,7,29
12n_603,12n_603,"10,10,10,9,10,10,9,10,7,9,10,9,10,9,10",14,7,29
12n_774,12n_774,"10,9,9,10,10,10,9,9,10,7,9,10,9,10,9",14,7,29
12n_794,12n_794,"10,9,9,10,10,10,9,10,10,7,10,10,9,10,9",14,7,29
12n_795,12n_795,"10,9,9,10,10,10,9,10,10,9,10,8,9,10,9",14,7,29
none,13a_1208,"10,9,9,10,9,10,9,9,10,9,8,10,9,10,9",14,7,29
none,13a_1223,"10,9,9,10,9,10,9,10,9,9,8,10,10,10,9",14,7,29
none,13a_1428,"10,9,9,10,10,9,10,9,10,10,8,10,9,10,9",14,7,29
none,13a_1887,"10,9,9,10,9,10,9,9,10,9,10,7,9,9,10",14,7,29
none,13a_2051,"10,9,9,10,9,10,9,8,10,9,9,10,9,10,9",14,7,29
none,13a_2116,"10,9,9,9,10,9,10,8,10,10,9,10,9,10,9",14,7,29
none,13a_2121,"10,9,9,10,9,9,9,8,10,10,9,10,9,10,9",14,7,29
none,13a_2362,"10,9,9,9,10,9,10,9,10,10,7,10,9,10,9",14,7,29
none,13a_2438,"10,9,9,9,10,9,10,9,10,10,9,10,8,10,9",14,7,29
none,13a_2507,"10,9,9,9,10,9,10,7,10,10,9,10,9,10,9",14,7,29
none,13a_2680,"10,9,9,10,9,10,9,8,10,9,10,10,9,10,9",14,7,29
none,13a_2824,"10,9,9,10,9,9,10,8,10,10,9,10,9,10,9",14,7,29
none,13a_2855,"10,9,9,10,10,9,10,8,10,10,9,10,9,10,9",14,7,29
none,13a_4278,"10,9,9,10,10,9,10,7,10,10,9,10,9,10,9",14,7,29
none,13a_4294,"10,9,9,10,9,10,9,8,10,9,10,10,9,9,10",14,7,29
none,13a_4585,"10,9,9,10,10,9,10,9,10,10,7,10,9,10,9",14,7,29
none,13a_4815,"10,9,9,10,10,9,10,9,10,10,9,10,8,10,9",14,7,29
none,13a_494,"10,9,9,9,10,9,10,9,10,10,8,10,9,10,9",14,7,29
none,13a_844,"10,9,9,10,9,10,9,10,10,9,8,10,9,10,9",14,7,29
none,13n_1021,"10,9,9,10,10,9,9,10,10,10,10,8,9,10,9",14,7,29
none,13n_1342,"10,9,9,9,10,10,9,9,10,9,10,10,8,10,9",14,7,29
none,13n_1343,"10,9,9,9,10,10,9,9,10,7,10,10,9,10,9",14,7,29
none,13n_1679,"10,9,9,9,10,10,10,7,10,9,10,10,9,9,10",14,7,29
none,13n_1680,"10,9,9,9,10,10,9,7,10,9,10,10,9,10,9",14,7,29
none,13n_1708,"10,9,9,10,10,10,9,9,10,9,10,10,8,10,9",14,7,29
none,13n_1713,"10,9,9,9,10,9,10,9,10,10,10,9,8,9,10",14,7,29
none,13n_1714,"10,9,9,9,10,10,10,9,7,9,10,9,10,9,10",14,7,29
none,13n_1767,"10,9,9,10,10,10,9,9,10,7,10,10,9,10,9",14,7,29
none,13n_2257,"10,9,9,9,10,10,9,9,10,9,10,9,8,9,10",14,7,29
none,13n_2334,"10,9,9,9,10,10,9,10,7,9,10,9,10,9,10",14,7,29
none,13n_2358,"10,9,9,10,9,9,10,9,10,10,8,10,9,10,9",14,7,29
none,13n_2359,"10,9,9,10,10,10,9,9,10,9,10,7,9,9,10",14,7,29
none,13n_2360,"10,9,9,10,10,10,9,10,9,9,10,7,10,9,10",14,7,29
none,13n_2372,"10,9,9,10,10,9,10,9,10,10,10,9,8,9,10",14,7,29
none,13n_2373,"10,9,9,10,10,10,10,9,7,9,10,9,10,9,10",14,7,29
none,13n_2501,"10,9,9,10,10,10,9,10,7,9,10,9,10,10,9",14,7,29
none,13n_2521,"10,9,9,9,10,10,9,9,10,7,10,9,9,9,10",14,7,29
none,13n_2529,"10,9,9,9,10,10,10,9,10,9,10,10,8,9,10",14,7,29
none,13n_2581,"10,9,9,9,10,9,10,9,10,10,9,10,8,9,10",14,7,29
none,13n_2628,"10,9,9,9,10,10,10,9,10,7,10,10,9,9,10",14,7,29
none,13n_2637,"10,9,9,10,10,10,9,9,10,9,8,10,9,10,9",14,7,29
none,13n_282,"10,9,9,9,10,10,10,7,10,9,9,10,9,10,9",14,7,29
none,13n_2970,"10,9,9,10,10,10,10,7,10,9,10,10,9,9,10",14,7,29
none,13n_2971,"10,9,9,10,10,10,9,7,10,9,10,10,9,10,9",14,7,29
none,13n_3082,"10,9,9,9,10,10,9,10,7,9,10,9,10,10,9",14,7,29
none,13n_3089,"10,9,9,9,10,10,9,10,9,9,10,8,10,9,10",14,7,29
none,13n_3146,"10,9,9,9,10,10,9,9,10,9,7,9,9,9,10",14,7,29
none,13n_3152,"10,9,9,9,10,10,9,9,10,9,10,8,9,10,9",14,7,29
none,13n_3153,"10,9,9,9,10,10,10,9,9,9,10,8,10,9,10",14,7,29
none,13n_3157,"10,9,9,9,10,10,10,9,10,9,7,10,9,9,10",14,7,29
none,13n_3192,"10,9,9,10,10,10,9,9,10,9,10,9,8,9,10",14,7,29
none,13n_3216,"10,9,9,9,10,10,9,7,10,9,10,9,9,9,10",14,7,29
none,13n_3290,"10,9,9,10,10,10,10,9,10,9,7,10,9,9,10",14,7,29
none,13n_3594,"10,9,9,10,10,10,9,9,10,9,10,8,9,10,9",14,7,29
none,13n_3595,"10,9,9,10,10,10,10,9,9,9,10,8,10,9,10",14,7,29
none,13n_3596,"10,9,9,10,10,10,9,9,10,9,7,9,9,9,10",14,7,29
none,13n_4073,"10,9,9,10,10,10,10,9,10,9,10,10,8,9,10",14,7,29
none,13n_4268,"10,9,9,10,10,10,10,9,10,7,10,10,9,9,10",14,7,29
none,13n_4269,"10,9,9,10,10,10,9,7,10,9,10,9,9,9,10",14,7,29
none,13n_4514,"10,9,9,10,10,10,9,9,10,7,10,9,9,9,10",14,7,29
none,13n_4540,"10,9,9,10,10,10,9,10,7,9,10,9,10,9,10",14,7,29
none,13n_469,"10,9,9,9,10,9,9,10,10,10,10,8,9,10,9",14,7,29
none,13n_4795,"10,9,9,10,10,10,9,10,9,9,10,8,10,9,10",14,7,29
none,13n_4992,"10,9,9,10,10,9,10,9,10,10,9,10,8,9,10",14,7,29
none,13n_703,"10,9,9,10,10,10,10,7,10,9,9,10,9,10,9",14,7,29
none,14a_10540,"10,9,9,10,9,10,9,8,9,9,10,9,10,9,10",14,7,29
none,14a_16584,"10,9,9,10,9,10,9,10,9,9,10,8,10,9,10",14,7,29
none,14a_16613,"10,9,9,10,9,10,9,10,7,9,10,9,10,9,10",14,7,29
none,14a_16632,"10,9,9,10,9,10,9,7,9,9,10,9,10,9,10",14,7,29
none,14a_4307,"10,9,9,10,9,10,9,10,9,9,10,7,10,9,10",14,7,29
none,14n_10558,"10,9,9,10,9,10,9,10,7,9,9,10,10,10,9",14,7,29
none,14n_10559,"10,9,9,10,9,9,9,10,10,10,9,10,8,10,9",14,7,29
none,14n_13586,"10,9,9,10,9,9,9,10,10,10,7,10,9,10,9",14,7,29
none,14n_14306,"10,9,9,10,9,10,9,10,10,7,10,9,9,9,10",14,7,29
none,14n_14307,"10,9,9,10,9,10,9,7,9,9,9,10,10,10,9",14,7,29
none,14n_18045,"10,9,9,10,9,10,9,9,10,9,7,10,9,9,10",14,7,29
none,14n_18046,"10,9,9,10,9,10,9,9,10,9,9,8,9,10,9",14,7,29
none,14n_21520,"10,9,9,10,9,10,9,10,10,9,10,8,9,10,9",14,7,29
none,14n_21521,"10,9,9,10,9,10,9,9,10,7,9,10,9,10,9",14,7,29
none,14n_21522,"10,9,9,10,9,10,9,10,10,7,10,10,9,10,9",14,7,29
none,14n_22337,"10,9,9,10,9,10,9,10,10,9,10,10,8,10,9",14,7,29
none,14n_22338,"10,9,9,10,9,9,10,7,9,10,9,10,10,10,9",14,7,29
none,14n_23267,"10,9,9,10,9,10,9,9,10,9,9,10,8,10,9",14,7,29
none,14n_23840,"10,9,9,10,9,9,10,9,10,10,9,10,8,10,9",14,7,29
none,14n_24834,"10,9,9,10,9,9,10,9,10,10,9,10,8,9,10",14,7,29
none,14n_26189,"10,9,9,10,9,10,9,10,7,9,10,9,10,10,9",14,7,29
none,14n_2818,"10,9,9,10,9,10,9,10,10,9,7,9,9,9,10",14,7,29
none,14n_3611,"10,9,9,10,9,10,10,7,9,9,9,10,10,9,10",14,7,29
none,14n_7853,"10,9,9,10,9,10,9,9,10,9,10,10,8,9,10",14,7,29
none,14n_7854,"10,9,9,10,9,10,9,9,10,7,10,10,9,9,10",14,7,29
none,14n_9271,"10,9,9,10,9,9,10,9,10,10,7,10,9,10,9",14,7,29
10a_74,10_20,"10,7,10,7,10,7,7,10,7,10,9,9,7,8,10,9,10",10,7,31
