OtherName,Name,Vector,Crossings,Mosaic,TileNum
3a_1,3_1,"0,2,1,0,2,9,10,1,3,10,8,4,0,3,4,0",3,4,12
4a_1,4_1,"8,10,10,9,10,7,8",4,5,17
5a_2,5_1,"9,10,10,7,10,10,8",5,5,17
5a_1,5_2,"9,10,10,9,10,7,8",5,5,17
6a_3,6_1,"9,10,10,10,9,9,10",7,5,17
6a_2,6_2,"9,10,10,9,10,10,8",6,5,17
7a_6,7_4,"9,10,10,9,10,10,9",7,5,17
0_1,0_1,"10,10,10,10,10,10,10,7,7,7,7,8",7,6,24
3a_1,3_1,"10,10,10,10,10,7,7,10,7,10,7,7",7,6,24
4a_1,4_1,"10,10,10,10,7,10,7,7,7,8,9,10",7,6,24
5a_1,5_2,"10,10,10,7,7,7,7,10,8,10,9,10",7,6,24
5a_2,5_1,"10,10,10,7,7,7,9,7,8,10,9,10",7,6,24
6a_1,6_3,"10,7,10,7,10,7,7,8,9,10,9,10",7,6,24
6a_2,6_2,"10,7,10,7,7,7,8,10,9,10,9,10",7,6,24
6a_3,6_1,"10,7,10,7,10,7,8,10,8,10,9,10",7,6,24
7a_1,7_7,"10,7,10,7,10,7,7,10,9,10,7,10",7,6,24
7a_2,7_6,"10,7,10,7,10,7,9,10,8,10,7,10",7,6,24
7a_3,7_5,"10,7,10,7,10,7,7,10,9,8,9,10",7,6,24
7a_4,7_2,"10,7,10,7,10,7,9,7,8,10,9,10",7,6,24
7a_5,7_3,"10,7,10,7,10,7,9,7,9,8,9,10",7,6,24
7a_6,7_4,"10,7,10,7,7,9,7,7,9,10,9,10",7,6,24
7a_7,7_1,"10,7,10,7,7,9,9,7,8,10,9,10",7,6,24
8a_11,8_1,"10,7,10,7,10,9,9,7,8,10,9,10",8,6,24
8a_12,8_18,"10,7,10,9,10,7,7,10,9,10,7,10",8,6,24
8a_13,8_5,"10,7,10,8,10,7,9,10,8,10,9,10",8,6,24
8a_14,8_17,"10,7,10,9,10,7,7,10,9,8,9,10",8,6,24
8a_15,8_16,"10,7,10,8,10,7,7,10,9,10,9,10",8,6,24
8a_17,8_4,"10,7,10,7,7,9,9,7,9,10,9,10",8,6,24
8a_1,8_14,"10,7,10,7,10,7,7,10,9,10,9,10",8,6,24
8a_3,8_10,"10,7,10,8,10,7,9,10,9,8,9,10",8,6,24
8a_4,8_8,"10,7,10,7,10,7,9,10,8,10,9,10",8,6,24
8a_5,8_12,"10,7,10,7,10,9,9,10,9,10,7,8",8,6,24
8a_6,8_7,"10,7,10,7,10,7,9,7,9,10,9,10",8,6,24
8a_7,8_13,"10,7,10,7,7,9,9,10,9,10,7,10",8,6,24
8a_8,8_2,"10,7,10,7,7,9,9,10,8,10,9,10",8,6,24
8a_9,8_11,"10,7,10,7,10,7,9,10,9,8,9,10",8,6,24
8n_1,8_20,"10,7,10,8,10,10,7,10,10,8,10,9",8,6,24
8n_2,8_21,"10,7,10,8,10,9,7,9,10,10,10,8",8,6,24
8n_3,8_19,"10,7,10,10,7,7,7,9,10,10,9,10",8,6,24
8a_10,8_6,"10,7,10,9,8,10,9,10,8,9,10,9",9,6,24
8a_16,8_9,"10,7,10,8,10,9,9,8,10,10,10,9",9,6,24
8a_18,8_3,"10,7,10,9,9,10,9,7,7,9,9,10",9,6,24
9a_12,9_27,"10,7,10,7,10,7,9,10,9,10,9,10",9,6,24
9a_13,9_31,"10,7,10,9,10,7,9,8,9,10,9,10",9,6,24
9a_14,9_17,"10,7,10,8,10,9,9,10,7,10,9,10",9,6,24
9a_16,9_23,"10,7,10,7,10,9,7,10,9,10,9,10",9,6,24
9a_17,9_14,"10,7,10,9,10,9,9,7,7,10,9,10",9,6,24
9a_19,9_20,"10,7,10,7,7,9,9,10,9,10,9,10",9,6,24
9a_20,9_11,"10,7,10,7,10,9,9,7,9,10,9,10",9,6,24
9a_36,9_5,"10,9,10,8,10,7,9,10,9,7,9,10",9,6,24
9a_8,9_8,"10,7,10,7,10,9,9,10,8,10,9,10",9,6,24
10a_104,10_100,"10,7,10,8,10,9,9,10,9,10,9,10",10,6,24
10a_120,10_116,"10,7,10,9,10,7,9,10,9,10,9,10",10,6,24
10a_32,10_44,"10,7,10,9,10,9,9,10,7,10,9,10",10,6,24
10a_35,10_41,"10,7,10,7,10,9,9,10,9,10,9,10",10,6,24
10a_86,10_85,"10,7,10,9,10,9,9,10,8,10,9,10",10,6,24
10n_12,10_148,"10,7,10,9,10,10,9,10,8,9,10,9",10,6,24
10n_15,10_125,"10,7,10,8,10,10,9,10,9,9,9,10",10,6,24
10n_16,10_127,"10,7,9,9,10,10,10,7,10,9,10,9",10,6,24
10n_17,10_126,"10,7,10,9,9,10,9,7,10,9,9,10",10,6,24
10n_21,10_124,"10,7,10,10,7,9,9,9,10,10,9,10",10,6,24
10n_25,10_141,"10,7,10,8,10,10,9,10,10,9,10,9",10,6,24
10n_26,10_143,"10,7,10,8,10,9,9,9,10,10,10,9",10,6,24
10n_34,10_159,"10,7,10,9,10,10,7,10,10,9,10,9",10,6,24
10n_39,10_155,"10,7,10,8,9,10,9,9,10,9,10,9",10,6,24
9a_15,9_26,"10,7,10,9,10,9,9,8,10,10,10,9",10,6,24
9a_21,9_21,"10,7,10,9,8,10,9,10,10,9,9,10",10,6,24
9a_22,9_12,"10,7,10,9,9,10,9,10,7,9,9,10",10,6,24
9a_3,9_19,"10,7,10,9,8,10,9,10,10,9,10,9",10,6,24
0_1,0_1,"10,10,10,10,10,10,10,7,7,7",7,6,22
3a_1,3_1,"10,10,10,10,7,7,10,7,9,10",7,6,22
4a_1,4_1,"10,10,10,7,10,10,10,7,7,10",7,6,22
5a_1,5_2,"10,10,10,7,10,10,9,10,7,8",7,6,22
5a_2,5_1,"10,10,10,7,10,10,7,10,10,8",7,6,22
6a_1,6_3,"9,7,7,9,7,10,9,10,10,8",6,6,22
6a_2,6_2,"10,7,7,10,9,9,9,10,10,8",7,6,22
6a_3,6_1,"9,7,7,9,10,7,7,10,10,9",6,6,22
7a_1,7_7,"10,7,9,10,7,9,10,7,9,10",7,6,22
7a_2,7_6,"10,7,7,10,9,9,10,7,9,10",7,6,22
7a_3,7_5,"10,7,9,10,7,7,10,9,9,10",7,6,22
7a_4,7_2,"10,7,7,10,9,9,7,9,9,10",7,6,22
7a_6,7_4,"10,7,7,7,9,9,10,9,9,10",7,6,22
7a_7,7_1,"10,7,9,7,9,9,7,9,9,10",7,6,22
7a_5,7_3,"10,7,9,10,10,10,7,10,10,9",8,6,22
8a_17,8_4,"10,7,9,7,9,9,10,9,9,10",8,6,22
8a_7,8_13,"10,7,9,10,7,9,10,9,9,10",8,6,22
8a_8,8_2,"10,7,9,10,9,9,7,9,9,10",8,6,22
8a_11,8_1,"10,9,9,7,9,9,10,10,10,9",9,6,22
8a_16,8_9,"10,7,9,10,10,10,9,10,10,9",9,6,22
8a_18,8_3,"10,9,9,10,10,10,7,10,10,9",9,6,22
8a_4,8_8,"10,7,9,10,9,9,10,10,10,9",9,6,22
8a_6,8_7,"10,7,9,10,9,9,9,10,10,9",9,6,22
9a_19,9_20,"10,7,9,10,9,9,10,9,9,10",9,6,22
9a_36,9_5,"10,9,9,10,9,9,7,9,9,10",9,6,22
0_1,0_1,"10,10,10,10,10,10,10,7,7,7,7,7,8",7,6,27
3a_1,3_1,"10,10,10,10,10,7,10,7,10,7,7,7,8",7,6,27
4a_1,4_1,"10,10,10,7,10,7,10,7,7,9,10,7,8",7,6,27
5a_1,5_2,"10,10,10,7,7,7,8,10,9,10,7,7,10",7,6,27
5a_2,5_1,"10,10,10,7,7,7,8,10,7,7,9,9,10",7,6,27
6a_1,6_3,"10,7,10,7,7,10,7,7,9,10,7,9,10",7,6,27
6a_2,6_2,"10,7,10,7,7,10,8,10,7,9,10,10,8",7,6,27
6a_3,6_1,"10,7,10,7,7,10,7,7,9,7,9,9,10",7,6,27
7a_1,7_7,"10,7,10,7,7,7,9,10,7,10,7,9,10",7,6,27
7a_2,7_6,"10,7,10,7,7,10,8,10,7,10,7,9,10",7,6,27
7a_3,7_5,"10,7,10,9,9,10,9,10,7,7,7,7,8",7,6,27
7a_4,7_2,"10,7,10,7,7,10,8,10,7,7,9,9,10",7,6,27
7a_6,7_4,"10,7,10,7,7,7,8,10,7,10,9,9,10",7,6,27
7a_7,7_1,"10,7,10,7,7,7,8,10,9,7,9,9,10",7,6,27
7a_5,7_3,"10,7,10,7,7,7,8,10,9,9,10,10,9",8,6,27
8a_11,8_1,"10,7,10,7,7,10,8,10,9,7,9,9,10",8,6,27
8a_17,8_4,"10,7,10,7,7,7,8,10,9,10,9,9,10",8,6,27
8a_2,8_15,"10,7,10,7,7,10,9,10,7,10,7,9,10",8,6,27
8a_4,8_8,"10,7,10,7,7,10,8,10,9,10,7,9,10",8,6,27
8a_7,8_13,"10,7,10,7,7,7,9,10,7,10,9,9,10",8,6,27
8a_8,8_2,"10,7,10,7,7,7,9,10,9,7,9,9,10",8,6,27
8n_1,8_20,"10,7,10,7,7,10,9,10,7,9,10,10,8",8,6,27
8n_2,8_21,"10,7,10,7,9,10,9,10,7,9,10,7,8",8,6,27
8a_10,8_6,"10,7,10,9,7,10,8,10,9,9,10,10,8",9,6,27
8a_16,8_9,"10,7,10,9,7,7,9,10,9,9,10,10,8",9,6,27
8a_18,8_3,"10,7,10,7,9,7,8,10,9,9,10,10,9",9,6,27
8a_3,8_10,"10,7,10,7,7,10,9,10,9,9,10,10,8",9,6,27
8a_6,8_7,"10,7,10,7,7,7,9,10,9,9,10,10,9",9,6,27
8a_9,8_11,"10,7,10,7,9,10,8,10,9,9,10,10,8",9,6,27
8n_3,8_19,"10,7,10,7,9,10,9,10,10,9,10,7,8",9,6,27
9a_14,9_17,"10,7,10,7,9,10,8,10,9,10,7,9,10",9,6,27
9a_19,9_20,"10,7,10,7,7,7,9,10,9,10,9,9,10",9,6,27
9a_27,9_2,"10,7,10,9,7,10,8,10,9,7,9,9,10",9,6,27
9a_36,9_5,"10,7,10,7,9,7,8,10,9,10,9,9,10",9,6,27
9a_41,9_1,"10,7,10,9,9,7,8,10,9,7,9,9,10",9,6,27
9a_5,9_28,"10,7,10,7,7,10,9,10,9,10,7,9,10",9,6,27
9a_8,9_8,"10,7,10,7,7,10,9,10,9,7,9,9,10",9,6,27
10a_113,10_4,"10,7,10,9,9,7,8,10,9,10,9,9,10",10,6,27
10a_27,10_75,"10,7,10,7,9,10,9,10,9,10,7,9,10",10,6,27
10a_40,10_66,"10,7,10,7,9,10,9,10,7,10,9,9,10",10,6,27
10a_44,10_28,"10,7,10,7,9,10,8,10,9,10,9,9,10",10,6,27
10a_59,10_2,"10,7,10,9,9,10,8,10,9,7,9,9,10",10,6,27
10n_25,10_141,"10,7,10,7,9,10,9,10,7,9,10,10,9",10,6,27
10n_26,10_143,"10,7,10,9,9,10,9,10,7,9,10,10,8",10,6,27
9a_18,9_37,"10,7,10,7,9,10,9,10,9,9,10,10,8",10,6,27
9a_22,9_12,"10,7,10,7,9,10,8,10,9,9,10,10,9",10,6,27
9a_34,9_13,"10,7,10,9,9,7,9,10,9,9,10,10,8",10,6,27
9a_35,9_4,"10,7,10,9,9,7,8,10,9,9,10,10,9",10,6,27
9a_38,9_3,"10,7,9,10,9,10,8,9,10,7,10,10,9",10,6,27
9n_5,9_46,"10,7,10,7,9,10,9,10,10,9,10,10,8",10,6,27
9n_6,9_48,"10,7,10,7,9,10,9,10,10,10,7,9,10",10,6,27
10a_112,10_22,"10,7,9,10,9,10,10,9,10,7,10,10,9",11,6,27
10a_117,10_3,"10,9,10,9,9,7,8,10,9,9,10,10,9",11,6,27
10a_17,10_78,"10,7,10,7,9,10,9,10,9,10,10,10,9",11,6,27
10a_19,10_34,"10,7,10,9,9,10,8,10,9,10,10,10,9",11,6,27
10a_42,10_65,"10,7,10,9,9,10,9,10,9,9,10,10,8",11,6,27
10a_43,10_12,"10,7,10,9,9,10,8,10,9,9,10,10,9",11,6,27
10a_51,10_63,"10,7,10,7,9,10,9,10,9,9,10,10,9",11,6,27
10a_75,10_1,"10,9,10,9,9,7,8,10,9,10,10,10,9",11,6,27
10n_28,10_144,"10,7,10,7,9,10,9,10,10,10,9,9,10",11,6,27
10n_29,10_140,"10,7,10,9,9,10,9,10,10,9,10,10,8",11,6,27
10n_30,10_142,"10,7,10,7,9,10,9,10,10,9,10,10,9",11,6,27
11a_107,11a_107,"10,7,10,7,9,10,9,10,9,10,9,9,10",11,6,27
11a_140,11a_140,"10,7,10,9,9,10,8,10,9,10,9,9,10",11,6,27
11a_343,11a_343,"10,9,10,9,9,10,8,10,9,7,9,9,10",11,6,27
8a_13,8_5,"10,7,10,7,9,10,9,10,10,9,9,9,10",11,6,27
9a_26,9_7,"10,7,10,9,9,10,10,10,10,7,10,10,9",11,6,27
9a_33,9_9,"10,7,10,9,9,10,9,10,10,7,10,10,9",11,6,27
9a_7,9_24,"10,7,10,9,9,10,10,10,10,9,10,10,8",11,6,27
9a_12,9_27,"10,7,7,10,7,9,10,9,9,10,7,9,10",9,7,27
9a_13,9_31,"10,7,9,10,7,9,10,7,9,10,7,9,10",9,7,27
9a_14,9_17,"10,7,9,10,7,9,7,9,9,10,7,9,10",9,7,27
9a_15,9_26,"10,7,7,10,7,9,10,7,9,10,9,9,10",9,7,27
9a_16,9_23,"10,7,7,10,9,9,10,9,9,10,7,7,10",9,7,27
9a_17,9_14,"10,7,9,10,7,9,10,7,9,7,9,9,10",9,7,27
9a_19,9_20,"10,7,7,7,7,9,10,9,9,10,9,9,10",9,7,27
9a_20,9_11,"10,7,7,10,9,9,10,7,9,7,9,9,10",9,7,27
9a_21,9_21,"10,7,9,10,7,7,10,7,9,10,9,9,10",9,7,27
9a_23,9_6,"10,7,9,10,7,7,10,9,9,7,9,9,10",9,7,27
9a_24,9_18,"10,7,7,10,9,9,10,7,7,10,9,9,10",9,7,27
9a_27,9_2,"10,7,7,10,9,9,7,9,9,7,9,9,10",9,7,27
9a_33,9_9,"10,7,9,7,9,9,10,7,7,10,9,9,10",9,7,27
9a_34,9_13,"10,7,7,10,7,7,10,9,9,10,9,9,10",9,7,27
9a_36,9_5,"10,7,7,7,9,9,10,9,9,7,9,9,10",9,7,27
9a_39,9_10,"10,9,9,10,7,7,10,7,7,10,9,9,10",9,7,27
9a_41,9_1,"10,7,9,7,9,9,7,9,9,7,9,9,10",9,7,27
9a_8,9_8,"10,7,7,10,9,9,7,9,9,10,7,9,10",9,7,27
10a_108,10_19,"10,7,9,7,9,9,10,7,9,10,9,9,10",10,7,27
10a_111,10_26,"10,9,9,10,7,7,10,7,9,10,9,9,10",10,7,27
10a_113,10_4,"10,7,9,7,9,9,7,9,9,10,9,9,10",10,7,27
10a_114,10_8,"10,7,9,7,9,9,10,9,9,7,9,9,10",10,7,27
10a_32,10_44,"10,7,9,10,7,9,10,9,9,10,7,9,10",10,7,27
10a_34,10_30,"10,7,7,10,7,9,10,9,9,10,9,9,10",10,7,27
10a_35,10_41,"10,7,7,10,9,9,10,9,9,10,7,9,10",10,7,27
10a_44,10_28,"10,7,9,10,7,9,7,9,9,10,9,9,10",10,7,27
10a_53,10_29,"10,7,9,10,7,7,10,9,9,10,9,9,10",10,7,27
10a_55,10_32,"10,7,7,10,9,9,10,7,9,10,9,9,10",10,7,27
10a_59,10_2,"10,7,9,10,9,9,7,9,9,7,9,9,10",10,7,27
10a_61,10_25,"10,7,9,10,9,9,10,7,7,10,9,9,10",10,7,27
10a_64,10_10,"10,7,9,10,7,9,10,9,9,7,9,9,10",10,7,27
9a_10,9_15,"10,7,9,10,7,7,10,9,9,10,10,10,9",10,7,27
9a_22,9_12,"10,7,9,10,10,7,9,10,10,9,10,10,8",10,7,27
9a_26,9_7,"10,7,7,10,9,9,10,10,7,9,10,10,9",10,7,27
9a_35,9_4,"10,7,9,10,10,7,9,10,10,7,10,10,9",10,7,27
9a_38,9_3,"10,7,9,10,10,10,7,10,10,7,10,10,9",10,7,27
9a_3,9_19,"10,7,7,10,7,9,10,9,9,10,10,10,9",10,7,27
10a_107,10_17,"10,7,9,7,9,9,10,9,9,9,10,10,9",11,7,27
10a_109,10_33,"10,7,9,10,10,10,9,10,7,9,10,10,9",11,7,27
10a_110,10_9,"10,7,9,10,10,10,9,10,10,7,10,10,9",11,7,27
10a_112,10_22,"10,7,9,10,10,10,7,10,10,9,10,10,9",11,7,27
10a_115,10_16,"10,9,9,10,10,10,9,7,7,9,10,10,9",11,7,27
10a_117,10_3,"10,9,9,10,10,10,7,10,10,7,10,10,9",11,7,27
10a_19,10_34,"10,7,9,10,9,9,7,9,9,10,10,10,9",11,7,27
10a_29,10_38,"10,7,7,10,9,9,10,9,9,10,10,10,9",11,7,27
10a_43,10_12,"10,7,9,10,9,9,10,10,10,7,10,10,9",11,7,27
10a_56,10_5,"10,7,9,10,9,9,9,10,10,7,10,10,9",11,7,27
10a_60,10_21,"10,7,9,10,9,9,10,10,7,9,10,10,9",11,7,27
10a_63,10_18,"10,7,7,10,9,9,10,9,9,9,10,10,9",11,7,27
10a_65,10_7,"10,7,9,10,9,9,10,7,9,9,10,10,9",11,7,27
10a_68,10_15,"10,7,9,7,9,9,10,9,9,10,10,10,9",11,7,27
10a_69,10_31,"10,7,7,10,9,9,10,10,10,9,10,10,9",11,7,27
10a_71,10_24,"10,9,9,10,7,7,10,9,9,10,10,10,9",11,7,27
10a_75,10_1,"10,9,9,7,9,9,7,9,9,10,10,10,9",11,7,27
11a_140,11a_140,"10,7,9,10,9,9,7,9,9,10,9,9,10",11,7,27
11a_185,11a_185,"10,7,9,10,9,9,10,7,9,10,9,9,10",11,7,27
11a_192,11a_192,"10,7,7,10,9,9,10,9,9,10,9,9,10",11,7,27
11a_203,11a_203,"10,7,9,10,9,9,10,9,9,7,9,9,10",11,7,27
11a_306,11a_306,"10,9,9,10,7,9,10,7,9,10,9,9,10",11,7,27
11a_308,11a_308,"10,7,9,7,9,9,10,9,9,10,9,9,10",11,7,27
11a_337,11a_337,"10,9,9,10,7,7,10,9,9,10,9,9,10",11,7,27
11a_343,11a_343,"10,9,9,10,9,9,7,9,9,7,9,9,10",11,7,27
11a_363,11a_363,"10,9,9,7,9,9,10,9,9,7,9,9,10",11,7,27
10a_116,10_11,"10,9,9,10,10,10,9,7,9,10,9,9,10",12,7,27
10a_26,10_39,"10,7,9,10,9,9,10,10,10,9,9,9,10",12,7,27
10a_33,10_14,"10,7,9,10,9,9,9,10,10,10,9,9,10",12,7,27
10a_5,10_36,"10,7,9,10,9,9,9,10,10,9,9,9,10",12,7,27
10a_70,10_6,"10,9,9,10,10,7,9,10,10,9,9,9,10",12,7,27
10a_74,10_20,"10,9,9,10,7,9,9,10,10,9,9,9,10",12,7,27
11a_180,11a_180,"10,7,9,10,9,9,10,10,10,9,10,10,9",12,7,27
11a_184,11a_184,"10,7,9,10,9,9,10,9,9,9,10,10,9",12,7,27
11a_205,11a_205,"10,9,9,10,7,9,10,9,9,10,10,10,9",12,7,27
11a_307,11a_307,"10,9,9,10,10,10,9,10,7,9,10,10,9",12,7,27
11a_309,11a_309,"10,7,9,10,10,10,9,10,10,9,10,10,9",12,7,27
11a_336,11a_336,"10,9,9,10,10,7,9,10,10,9,10,10,9",12,7,27
11a_341,11a_341,"10,9,9,10,7,9,9,10,10,9,10,10,9",12,7,27
11a_90,11a_90,"10,7,9,10,9,9,9,10,10,9,10,10,9",12,7,27
11a_93,11a_93,"10,7,9,10,9,9,10,9,9,10,10,10,9",12,7,27
12a_541,12a_541,"10,7,9,10,9,9,10,9,9,10,9,9,10",12,7,27
12a_1024,12a_1024,"10,9,9,10,7,9,10,9,9,10,9,9,10",12,7,27
10a_23,10_35,"10,9,9,9,10,10,10,9,9,10,10,10,9",13,7,27
10a_54,10_13,"10,9,9,10,10,10,9,9,9,10,10,10,9",13,7,27
11a_119,11a_119,"10,9,9,9,10,10,9,10,10,9,9,9,10",13,7,27
11a_145,11a_145,"10,9,9,10,9,9,10,10,10,9,9,9,10",13,7,27
11a_210,11a_210,"10,9,9,10,10,10,9,10,10,9,9,9,10",13,7,27
11a_226,11a_226,"10,9,9,10,9,9,9,10,10,9,9,9,10",13,7,27
11a_311,11a_311,"10,9,9,10,10,10,9,9,9,10,9,9,10",13,7,27
11a_333,11a_333,"10,9,9,10,10,10,9,10,10,10,9,9,10",13,7,27
12a_601,12a_601,"10,9,9,10,9,9,10,9,9,10,10,10,9",13,7,27
12a_1034,12a_1034,"10,9,9,10,9,9,10,10,10,9,10,10,9",13,7,27
12a_1126,12a_1126,"10,9,9,10,10,10,9,10,10,9,10,10,9",13,7,27
9a_10,9_15,"10,7,7,10,9,10,7,7,9,9,10,9,10,7,8",9,7,29
9a_11,9_33,"10,7,7,10,9,10,9,10,7,7,10,9,8,7,10",9,7,29
9a_12,9_27,"10,7,7,10,7,10,7,7,7,9,10,9,10,9,10",9,7,29
9a_13,9_31,"10,7,7,10,9,10,7,10,7,7,10,9,10,7,10",9,7,29
9a_14,9_17,"10,7,7,7,7,10,8,10,9,9,10,7,10,9,10",9,7,29
9a_15,9_26,"10,7,7,10,7,10,7,10,7,9,10,9,10,7,10",9,7,29
9a_16,9_23,"10,7,7,10,7,10,7,7,9,7,10,9,10,9,10",9,7,29
9a_17,9_14,"10,7,7,7,7,10,9,10,9,9,7,7,10,9,10",9,7,29
9a_18,9_37,"10,7,7,10,9,10,9,10,7,7,7,9,8,9,10",9,7,29
9a_1,9_30,"10,7,7,10,7,10,9,10,7,9,8,9,10,7,10",9,7,29
9a_19,9_20,"10,7,7,7,7,10,7,7,9,9,10,9,10,9,10",9,7,29
9a_20,9_11,"10,7,7,10,7,10,7,7,9,9,7,9,10,9,10",9,7,29
9a_21,9_21,"10,7,7,10,7,10,7,10,7,7,10,9,10,9,10",9,7,29
9a_22,9_12,"10,7,7,10,7,10,7,10,7,9,10,9,8,9,10",9,7,29
9a_23,9_6,"10,7,7,10,7,10,9,10,7,9,7,8,10,9,10",9,7,29
9a_24,9_18,"10,7,7,10,7,10,7,10,9,9,10,9,10,7,8",9,7,29
9a_25,9_16,"10,9,9,10,7,10,9,10,7,7,7,8,10,7,10",9,7,29
9a_26,9_7,"10,7,7,10,7,10,7,10,9,7,10,8,10,9,10",9,7,29
9a_27,9_2,"10,7,7,10,9,10,7,7,9,9,7,8,10,9,10",9,7,29
9a_28,9_34,"10,7,7,10,7,10,9,10,7,7,10,9,10,7,10",9,7,29
9a_2,9_22,"10,7,9,10,7,10,8,10,7,7,10,8,10,9,10",9,7,29
9a_30,9_38,"10,7,7,10,7,10,9,10,7,9,10,9,10,7,8",9,7,29
9a_32,9_39,"10,7,7,10,7,10,9,10,7,7,10,9,8,9,10",9,7,29
9a_33,9_9,"10,7,9,7,9,10,7,10,7,9,7,9,8,9,10",9,7,29
9a_34,9_13,"10,7,7,10,7,10,7,10,9,7,7,9,10,9,10",9,7,29
9a_36,9_5,"10,7,7,7,9,10,8,10,7,9,10,9,7,9,10",9,7,29
9a_38,9_3,"10,7,7,10,7,10,7,10,9,9,7,8,10,9,10",9,7,29
9a_3,9_19,"10,7,7,10,9,10,7,10,7,7,10,8,10,9,10",9,7,29
9a_39,9_10,"10,9,9,10,7,10,7,10,7,7,7,9,8,9,10",9,7,29
9a_41,9_1,"10,7,9,7,9,10,7,7,9,9,7,8,10,9,10",9,7,29
9a_4,9_25,"10,7,7,10,7,10,8,10,7,9,10,9,8,9,10",9,7,29
9a_5,9_28,"10,7,7,10,7,10,8,10,9,7,10,7,10,9,10",9,7,29
9a_6,9_32,"10,7,7,10,7,10,8,10,7,7,10,9,10,9,10",9,7,29
9a_7,9_24,"10,7,7,10,9,10,9,10,7,9,8,9,8,7,10",9,7,29
9a_8,9_8,"10,7,7,10,7,10,7,7,9,9,10,8,10,9,10",9,7,29
9a_9,9_36,"10,7,7,10,7,10,8,10,7,9,10,8,10,9,10",9,7,29
9n_1,9_44,"10,7,7,10,7,10,8,10,10,7,10,10,8,10,9",9,7,29
9n_2,9_45,"10,7,7,10,7,10,8,10,9,7,9,10,10,10,8",9,7,29
9n_3,9_43,"10,7,7,10,7,10,8,10,7,7,9,10,10,10,9",9,7,29
9n_4,9_42,"10,7,7,10,7,10,10,7,7,7,9,10,10,9,10",9,7,29
9n_5,9_46,"10,7,7,10,7,10,10,9,7,7,9,10,8,9,10",9,7,29
9n_6,9_48,"10,7,7,10,7,10,9,10,10,7,10,9,9,7,8",9,7,29
9n_7,9_47,"10,7,7,10,7,8,10,9,10,10,9,10,8,10,8",9,7,29
9n_8,9_49,"10,7,7,10,7,10,9,10,7,7,10,9,8,10,9",9,7,29
10a_10,10_71,"10,7,7,10,9,10,9,10,7,9,8,9,8,9,10",10,7,29
10a_104,10_100,"10,7,7,7,7,10,8,10,9,9,10,9,10,9,10",10,7,29
10a_108,10_19,"10,7,9,7,9,10,7,10,7,9,7,9,10,9,10",10,7,29
10a_109,10_33,"10,9,9,10,9,10,7,10,7,7,10,9,10,7,8",10,7,29
10a_111,10_26,"10,9,9,10,7,10,7,10,7,7,7,9,10,9,10",10,7,29
10a_112,10_22,"10,9,9,10,9,10,7,7,9,7,10,9,10,7,8",10,7,29
10a_113,10_4,"10,7,9,7,9,10,7,10,9,9,7,8,10,9,10",10,7,29
10a_114,10_8,"10,7,9,7,9,10,7,7,9,9,7,9,10,9,10",10,7,29
10a_115,10_16,"10,7,7,10,7,10,7,10,9,9,7,9,10,9,10",10,7,29
10a_116,10_11,"10,9,9,10,7,10,7,10,7,9,7,9,8,9,10",10,7,29
10a_120,10_116,"10,7,7,7,7,10,9,10,7,9,10,9,10,9,10",10,7,29
10a_13,10_49,"10,7,7,10,7,10,9,10,9,9,7,7,10,9,10",10,7,29
10a_14,10_53,"10,9,9,10,7,10,8,10,7,7,10,9,8,9,10",10,7,29
10a_15,10_47,"10,7,7,10,9,10,9,10,7,9,7,8,10,9,10",10,7,29
10a_17,10_78,"10,7,7,10,7,10,8,10,9,9,10,7,10,9,10",10,7,29
10a_19,10_34,"10,7,7,10,9,10,7,7,9,9,10,8,10,9,10",10,7,29
10a_23,10_35,"10,7,9,10,7,10,7,10,9,7,10,8,10,9,10",10,7,29
10a_25,10_45,"10,7,7,10,9,10,7,10,7,9,10,9,10,7,10",10,7,29
10a_26,10_39,"10,7,9,10,7,10,7,10,7,9,10,8,10,9,10",10,7,29
10a_27,10_75,"10,7,9,10,7,10,8,10,9,7,10,7,10,9,10",10,7,29
10a_29,10_38,"10,7,7,10,9,10,7,7,9,7,10,9,10,9,10",10,7,29
10a_30,10_40,"10,7,7,10,9,10,7,10,9,9,10,9,10,7,8",10,7,29
10a_3,10_73,"10,7,7,10,9,10,9,10,7,9,8,9,10,7,10",10,7,29
10a_31,10_42,"10,7,7,10,9,10,7,10,7,7,10,9,10,9,10",10,7,29
10a_32,10_44,"10,7,7,7,7,10,9,10,9,9,10,7,10,9,10",10,7,29
10a_33,10_14,"10,7,9,10,9,10,7,10,7,9,7,9,8,9,10",10,7,29
10a_34,10_30,"10,7,7,10,7,10,9,10,7,9,10,9,7,9,10",10,7,29
10a_35,10_41,"10,7,7,10,7,10,7,7,9,9,10,9,10,9,10",10,7,29
10a_36,10_113,"10,7,7,10,9,10,9,10,7,7,10,9,10,7,10",10,7,29
10a_38,10_69,"10,7,9,10,7,10,9,10,7,9,8,9,10,7,10",10,7,29
10a_39,10_87,"10,7,7,10,7,10,8,10,7,9,10,9,10,9,10",10,7,29
10a_40,10_66,"10,7,9,10,7,10,9,10,7,9,10,9,10,7,7",10,7,29
10a_41,10_62,"10,7,9,7,9,10,9,10,7,9,7,9,8,9,10",10,7,29
10a_42,10_65,"10,9,9,10,7,10,9,10,7,9,8,9,8,7,10",10,7,29
